"subject" "activity" "tBodyAccmeanX" "tBodyAccmeanY" "tBodyAccmeanZ" "tBodyAccstdX" "tBodyAccstdY" "tBodyAccstdZ" "tGravityAccmeanX" "tGravityAccmeanY" "tGravityAccmeanZ" "tGravityAccstdX" "tGravityAccstdY" "tGravityAccstdZ" "tBodyAccJerkmeanX" "tBodyAccJerkmeanY" "tBodyAccJerkmeanZ" "tBodyAccJerkstdX" "tBodyAccJerkstdY" "tBodyAccJerkstdZ" "tBodyGyromeanX" "tBodyGyromeanY" "tBodyGyromeanZ" "tBodyGyrostdX" "tBodyGyrostdY" "tBodyGyrostdZ" "tBodyGyroJerkmeanX" "tBodyGyroJerkmeanY" "tBodyGyroJerkmeanZ" "tBodyGyroJerkstdX" "tBodyGyroJerkstdY" "tBodyGyroJerkstdZ" "tBodyAccMagmean" "tBodyAccMagstd" "tGravityAccMagmean" "tGravityAccMagstd" "tBodyAccJerkMagmean" "tBodyAccJerkMagstd" "tBodyGyroMagmean" "tBodyGyroMagstd" "tBodyGyroJerkMagmean" "tBodyGyroJerkMagstd" "fBodyAccmeanX" "fBodyAccmeanY" "fBodyAccmeanZ" "fBodyAccstdX" "fBodyAccstdY" "fBodyAccstdZ" "fBodyAccJerkmeanX" "fBodyAccJerkmeanY" "fBodyAccJerkmeanZ" "fBodyAccJerkstdX" "fBodyAccJerkstdY" "fBodyAccJerkstdZ" "fBodyGyromeanX" "fBodyGyromeanY" "fBodyGyromeanZ" "fBodyGyrostdX" "fBodyGyrostdY" "fBodyGyrostdZ" "fBodyAccMagmean" "fBodyAccMagstd" "fBodyBodyAccJerkMagmean" "fBodyBodyAccJerkMagstd" "fBodyBodyGyroMagmean" "fBodyBodyGyroMagstd" "fBodyBodyGyroJerkMagmean" "fBodyBodyGyroJerkMagstd"
2 "STANDING" 0.290600267428571 -0.0189559966117143 -0.117594558271429 -0.0610490349142857 -0.0253994017142857 -0.370770813685714 0.940389461428571 -0.230959980857143 -0.0935242858 -0.951906981428571 -0.944343724857143 -0.896426916 0.0706158504571429 0.0080848458 -0.0106568977225714 -0.0839931799142857 -0.091765139 -0.576218729714286 -0.143094738402857 -0.00752230072571429 0.128014238782857 -0.267508592191429 -0.550649446285714 -0.451941732285714 -0.0955191538971429 -0.0362048809714286 -0.0466856350714286 -0.277923261857143 -0.685201640285714 -0.391499490942857 -0.0629155490857143 -0.05034972974 -0.0629155490857143 -0.05034972974 -0.198800780171429 -0.0897209903485714 -0.222863015885714 -0.246369535085714 -0.512314616285714 -0.581774684857143 -0.0523213288171429 0.00380390965142857 -0.411689236285714 -0.06650952638 -0.104719142828571 -0.398200631971429 -0.09111695214 -0.118986413742857 -0.533715505714286 -0.161048365628571 -0.126492489808571 -0.617764944571429 -0.126736362471429 -0.547636675428571 -0.316100212508571 -0.316841619757143 -0.556380399142857 -0.555471333714286 0.0267696152428571 -0.246488265254286 -0.04478893848 -0.158757707654286 -0.330930231691429 -0.323729534114286 -0.572689870571429 -0.625001532857143
2 "LAYING" 0.258082525323529 -0.0306193874161765 -0.1049491127 -0.293418187058824 0.0360071555676471 -0.373951590294118 0.886067989411765 -0.388404520294118 -0.141876130882353 -0.946441691764706 -0.914372912647059 -0.913307277941176 0.0540471699411765 0.032655413 0.00756127698235294 -0.464149277941176 -0.231142852144118 -0.707021453823529 0.0586044351764706 -0.13762768 0.0302568355676471 -0.445879857323529 -0.582427218529412 -0.498086332941176 -0.102189225176471 -0.0390124024088235 -0.0654367839382353 -0.502687927352941 -0.784001587941176 -0.580603074411765 -0.164006048088235 -0.326432752352941 -0.164006048088235 -0.326432752352941 -0.424928340294118 -0.455943834705882 -0.356609374735294 -0.401056803205882 -0.663071324705882 -0.719223337352941 -0.364446927558824 -0.0335725665294118 -0.498599622941176 -0.268120518205882 0.00466247791764706 -0.359246545882353 -0.475611097647059 -0.261573719435 -0.674674245294118 -0.501191199117647 -0.251195047029412 -0.738313729117647 -0.347970416882353 -0.646214756764706 -0.432918263235294 -0.480301883529412 -0.551200108235294 -0.568002921470588 -0.307435627352941 -0.442747661764706 -0.411920442941176 -0.522705711470588 -0.506235337352941 -0.439171842029412 -0.711456766176471 -0.750162744705882
3 "WALKING" 0.278334325576923 -0.0183042123269231 -0.107937603673077 -0.965934509615385 -0.969295613269231 -0.968562516346154 -0.483470597692308 0.954890346153846 0.263644691923077 -0.945695336153846 -0.985964053846154 -0.977076645 0.0848164824230769 0.00747460829615385 -0.00304067159653846 -0.983307862115385 -0.964560430961538 -0.985419368461538 -0.0218935013501923 -0.0798709596153846 0.159894366942308 -0.979498706538461 -0.977427370576923 -0.960583776923077 -0.102114125 -0.0404446925288462 -0.07083096875 -0.983422257692308 -0.983759479230769 -0.989679592307692 -0.966777882884615 -0.958612786346154 -0.966777882884615 -0.958612786346154 -0.980141253846154 -0.977477145384615 -0.946938300576923 -0.958287921923077 -0.9864194225 -0.98377138 -0.968741678461538 -0.965419520961538 -0.977007724615385 -0.964953893653846 -0.972909186730769 -0.965882191153846 -0.982689657115385 -0.965328566153846 -0.983250309423077 -0.985625270384615 -0.96624258 -0.986135599038461 -0.975797491730769 -0.978249645769231 -0.963202948461538 -0.980705769807692 -0.977257800961538 -0.963305738076923 -0.962234984038462 -0.962525369423077 -0.977356379807692 -0.976381934807692 -0.968257068846154 -0.959263063269231 -0.984618025769231 -0.983434493076923
3 "WALKING_UPSTAIRS" 0.273694139545455 -0.00990083527045455 -0.108540300265909 -0.980945022045455 -0.904335121022727 -0.926094740227273 0.880731443863636 0.168445524 0.143006857611364 -0.983137541590909 -0.939942979795454 -0.945008999545455 0.0749577410909091 -0.00278773346136363 0.00338609594827273 -0.975204850227273 -0.952786261136364 -0.973436529545455 -0.0422355209795455 -0.0835484079545455 0.0823934451590909 -0.966225485 -0.950064068181818 -0.940637937045455 -0.0889747665681818 -0.0454702982386364 -0.0487714733568182 -0.966037012045455 -0.975433911363636 -0.964878512727273 -0.9379783225 -0.920939027727273 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.934301646590909 -0.931414810454545 -0.973848287045455 -0.970392610454546 -0.977450812045455 -0.921434735681818 -0.946064216818182 -0.9825908425 -0.9022915301 -0.92184351 -0.976024951136364 -0.954237489772727 -0.969501330681818 -0.976530547272727 -0.954464442045455 -0.97602233 -0.957117251818182 -0.955460359318182 -0.938003425909091 -0.969390369318182 -0.947571471590909 -0.947346476590909 -0.936290604545455 -0.925669291136364 -0.964440302272727 -0.966545323409091 -0.944760322045455 -0.934746865454545 -0.971598370227273 -0.970675403409091
3 "WALKING_DOWNSTAIRS" 0.282544390892857 -0.00700418554517857 -0.102171095696429 -0.968591815714286 -0.869439913392857 -0.869327321785714 0.960188699107143 -0.03871012665 0.138638436607143 -0.974088206071429 -0.931973943392857 -0.914608495714286 0.0725189859107143 -0.00221990214464286 -0.0122812220569643 -0.962647080178571 -0.931217140714286 -0.963832118928571 -0.0322711902673214 -0.050987505 0.0690945763946429 -0.910395222321429 -0.933738104107143 -0.907471555714286 -0.0922249863035714 -0.0399108188821429 -0.0422221341625 -0.941930044107143 -0.961177741607143 -0.944755343035714 -0.906104701071429 -0.87977380125 -0.906104701071429 -0.87977380125 -0.956863566071429 -0.942962047678571 -0.900671630714286 -0.867041711785714 -0.958405900892857 -0.947970723571429 -0.964500917321429 -0.890796360535714 -0.915083799107143 -0.97066840875 -0.867933178017857 -0.858231387857143 -0.963059235178571 -0.93137020875 -0.958438726607143 -0.965778920714286 -0.936202600714286 -0.96807230125 -0.909661802321429 -0.939373524464286 -0.907190836607143 -0.912780915714286 -0.931857811428571 -0.91678935625 -0.9046413925 -0.886745170714286 -0.941825903035714 -0.943601960178571 -0.904543921607143 -0.868913993928571 -0.952286438035714 -0.946196462857143
3 "SITTING" 0.27784234625 -0.0172850317482679 -0.107741776464286 -0.294098534232143 0.0767484028053571 -0.45702143625 0.972624959821429 -0.100440285303571 0.00247623628392857 -0.979348381428571 -0.961585474821429 -0.964580803928571 0.0845888833571429 -0.0163194101232143 8.32159351785732e-05 -0.302891024625 -0.0910397428607143 -0.612895318571429 -0.0488919896632143 -0.0690135249642857 0.0815435495892857 -0.490877497857143 -0.504622029821429 -0.318700615178571 -0.0888408355267857 -0.0449559531089286 -0.0482679596035714 -0.357681403285714 -0.57143812375 -0.157682543983929 -0.158338674394643 -0.377178733392857 -0.158338674394643 -0.377178733392857 -0.288333024071429 -0.282242276785714 -0.355933083571429 -0.492176823571429 -0.444532485357143 -0.48919974625 -0.287782607410714 0.00946037755178572 -0.490251090714286 -0.297517355196429 0.0426026830839286 -0.483059957321429 -0.344954806428571 -0.181055554206071 -0.590496615535714 -0.3213903195 -0.0545213604089286 -0.633429995714286 -0.372668749642857 -0.513951718392857 -0.213127031035714 -0.529392790178571 -0.502683380535714 -0.420367075178571 -0.304992488892857 -0.519636926071429 -0.269481661080357 -0.305685376071429 -0.484262828928571 -0.589741506785714 -0.548053574821429 -0.455665300892857
3 "STANDING" 0.294332884672131 -0.0112214040639344 -0.103116057442623 0.200832640754098 0.0578766457754098 -0.329339196885246 0.951847869180328 -0.0981090207557377 -0.0118537534892279 -0.94933319852459 -0.921109633770492 -0.922956882459016 0.102260672108197 0.0147771174573771 0.0209282579327869 0.00411254012622951 -0.000373160818032787 -0.531344235245902 -0.0762068768459016 -0.0614141325295082 0.0881613733262295 -0.411616692934426 -0.438473006557377 -0.271556802819672 -0.0926142801311475 -0.0652541966155738 -0.0374383067606557 -0.386924016557377 -0.55033052557377 -0.102803362542623 0.148323809170656 0.154123374203279 0.148323809170656 0.154123374203279 -0.0999193444098361 -0.0454727337245902 -0.213059463360656 -0.333981752244262 -0.420606457377049 -0.482199645081967 0.0719866706672131 0.0526763730672131 -0.377407036721311 0.244905922119672 -0.00738290081803279 -0.356870582131148 -0.0489086671901639 -0.0846921148918033 -0.497818489344262 -0.0319734488131148 0.0233875054948033 -0.563054510163934 -0.258519823295082 -0.416416966065574 -0.0882487782306557 -0.462879569836066 -0.457562277704918 -0.41032292557377 0.127886394409836 -0.0134003995180328 -0.00696988094819672 -0.105853610409836 -0.346275446268852 -0.446290274098361 -0.483888654262295 -0.518698564262295
3 "LAYING" 0.267099468555556 -0.0333326972131944 -0.110787714513889 -0.147876139240278 0.113303737569444 -0.328073605180556 0.91712204625 -0.303913404583333 -0.0816732100273611 -0.949134018888889 -0.901598653888889 -0.915458106111111 0.0613830335347222 0.0262791577841667 -0.00321452148458333 -0.302577437138889 -0.178701879638889 -0.66346064 0.0572851569444444 -0.125640260379167 0.0310862590916667 -0.452548439861111 -0.489938282222222 -0.341508171347222 -0.139765072263889 -0.05093453171875 -0.0448392345722222 -0.377557079263889 -0.6779202325 -0.379907696791667 -0.0449101620368056 -0.208474235791667 -0.0449101620368056 -0.208474235791667 -0.318855114652778 -0.346929058194444 -0.269952275797222 -0.377204321236111 -0.535865854583333 -0.612993055416667 -0.254539776652778 -0.00114504748888889 -0.476582108472222 -0.110295083959722 0.0989429413027778 -0.306634955083333 -0.356582553611111 -0.237493279458333 -0.632477139027778 -0.309031276638889 -0.169892951080556 -0.693274827916667 -0.317690271855556 -0.554300561944444 -0.240418650868056 -0.497963843333333 -0.458746773333333 -0.43986706 -0.224146931041667 -0.323896775777778 -0.316621667791667 -0.394151840416667 -0.438569651666667 -0.444927793811111 -0.624436575138889 -0.62587826875
4 "WALKING" 0.248656520140351 -0.0102529170561404 -0.133119570368421 -0.934049422052632 -0.924644826385965 -0.925216100350877 -0.47670987877193 0.956593814210526 0.175867709021053 -0.887746310350877 -0.959161956491228 -0.928130738421053 0.0963481955263158 -0.00114529240245614 0.00328817288070175 -0.966341054736842 -0.933674494385965 -0.959646055263158 -0.0079605026754386 -0.107218315054386 0.179102058245614 -0.955378225087719 -0.943634949473684 -0.939141878596491 -0.111267284631579 -0.0424104289992982 -0.0717774743859649 -0.939611608245614 -0.958628819649123 -0.959579071578947 -0.918878850824561 -0.897326245964912 -0.918878850824561 -0.897326245964912 -0.954750504912281 -0.950341934385965 -0.908980174736842 -0.920914497017544 -0.955645738245614 -0.953157001578947 -0.939114254210526 -0.923706791403509 -0.938044912280702 -0.932462941461404 -0.929711219929825 -0.924004748421053 -0.967072436842105 -0.936043420175439 -0.954425844736842 -0.968619159473684 -0.935717452807018 -0.963567540877193 -0.935439769649123 -0.941771544385965 -0.932636612807018 -0.962164978596491 -0.945365097894737 -0.947136774385965 -0.91235165222807 -0.905373979824561 -0.948655471052632 -0.951552664035088 -0.930153639473684 -0.928694890175439 -0.953695957368421 -0.955504654561404
4 "WALKING_UPSTAIRS" 0.276778487454545 -0.0145911615290909 -0.110127728709091 -0.980164933636364 -0.923682131090909 -0.925797097090909 0.933692934909091 0.0682628663363636 0.0695219657167273 -0.988872369272727 -0.960875994727273 -0.955475832363636 0.0754721635223636 2.55649800000023e-06 0.00623727782090909 -0.969929476363636 -0.945143686181818 -0.958572952545454 -0.0372442282830909 -0.0899083302550909 0.0854346006181818 -0.957367681818182 -0.944130044727273 -0.939681350909091 -0.0936693524363636 -0.0333986700025455 -0.0465504310978182 -0.943714804727273 -0.961780726363636 -0.958787671272727 -0.949543531272727 -0.931572655636364 -0.949543531272727 -0.931572655636364 -0.962733502 -0.948181827818182 -0.932703812181818 -0.921259472727273 -0.962929227818182 -0.950150571818182 -0.975351454727273 -0.928264365454545 -0.935798115272727 -0.982451284727273 -0.925676956 -0.925768475636364 -0.971037479818182 -0.947070821272727 -0.954199785636364 -0.971488767454545 -0.946880042 -0.961636555090909 -0.939671400545455 -0.943857393090909 -0.934764895454545 -0.963407046545455 -0.944901470363636 -0.947326797818182 -0.935750391272727 -0.939547202909091 -0.948348653636364 -0.947304700363636 -0.929725679272727 -0.929549141636364 -0.952034566 -0.951196693454545
